Name,Degrees,Department,Department2,Rank,AdministrativePosition,Faculty
"Lanthier,Nicole J. ",MA at MINNESOTA ; BA at WINNIPEG ,Otolaryngology ,,Lecturer ,,Schulich
"Lanting,Brent ","B.E.Sc., Western; MD, Western ",Surgery ,,Assistant Professor/MD ,,Schulich
"Lapointe,Henry J ",DDS ; DIP OMSTA Toronto; ,Dentistry ,,Professor ,,Schulich
"Laporte,Noel ",MA at BOSTON ; BMus at REGINA ; MD at SASKATCHEWAN ,Psychiatry ,,Assistant Professor/MD ,,Schulich
"Larkin,Sherrie N Noreen ","BA, MA Western; Ph.D. McMaster; ",Anthropology ,,Assistant Professor ,,Social Science
"Larocque,Brian Joseph ",FRCPCan BSc MD at Western ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Larsen,Marianne A. ","BA Toronto, BEd Mount St Allison, MA, Ph.D. London England ",Education - Office of the Dean ,,Associate Professor ,,Education
"Laschinger,Heather ","BN, RegN New Brunswick; MEd, Ph.D. Ottawa; ",Nursing ,,Professor ,,Health Sciences
"Laschuk,Bohdan Stephan ",BSc MD at Western ,Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Lasmanis,Peter ",BA Waterloo Lutheran; BEd ; MA Wilfrid Laurier; MEd Toronto; ,Education - Preservice Office ,,Lecturer ,,Education
"Latosinsky,Steven ",BEng/MD Western ,Surgery ,,Associate Professor/MD ,,Schulich
"Lattimer,Derek ","BA, BE Ontario ",Mechanical & Materials ,,Lecturer ,,Engineering
"Lau,Leo Woon Ming ",BSc Chinese University of Hong Kong; Ph.D. UBC; EMBA Chemistry ,Chemistry/Surface Science ,,Adjunct Research Professor ,,Science
"Laurent,Katrina Lynn ","Ph.D., Western ",Biology ,,Assistant Professor ,,Science
"Lausch,Anne ",Diplom Heidelberg ,Modern Languages & Literatures ,,Lecturer ,,Arts & Humanities
"Lavi,Ronit ",BSc/MD Technion-Israel Inst Tech ISRAEL ,Anesthesia-Perioperative Med ,,Assistant Professor/MD ,,Schulich
"Lavi,Shahar ",BSc/MD Technion-Israel Inst Tech ISRAEL ,Department of Medicine ,,Assistant Professor/MD ,,Schulich
"Laviolette,Steven R ",BSc Ph.D. at TORONTO ,Anatomy & Cell Biology/Psychiatry ,,Associate Professor ,,Schulich
"Law,Barbara ","BA, McMaster Univ; Ph.D., Western ",Education - Office of the Dean ,,Adjunct Research Professor ,,Education
"Lawendy,Abdel-Rahman ",BS U of Waterloo; MD Western ,Surgery ,,Assistant Professor/MD ,,Schulich
"Lawless,Katherine Beverly ",RN at Western ,Womens' Studies ,,Lecturer ,,Arts & Humanities
"Lawrence-Murphy,Julie Ann ","BSN, MSN Western ",Nursing ,,Adjunct Assistant Professor ,,Health Sciences
"Lawson-Hellu,Late B. ",BA Nye_konakpoe_; MA Be_nin; Ph.D. Ottawa; ,French Studies ,,Associate Professor ,,Arts & Humanities
"Lawson,Brian Patrick ","BA. And Ph.D., Western ",Philosophy ,,Assistant Professor ,,Arts & Humanities
"Lawson,Erica S ","BA Carleton; MA, Ph.D. OISE; ",Womens' Studies ,,Assistant Professor ,,Arts & Humanities
"Lazarovits,George ","BA, Ph.D. Ontario ",Biology ,,Adjunct Research Professor ,,Science
"Lazo-Langner,Alejandro ",MD at MEXICO ; MSc at OTTAWA ,Department of Medicine/Epidemiology and Biostatistics/Onc ,,oAssistant Professor/MD ,,Schulich
"Lazosky,Andrea ",Ph.D. at CHICAGO ; BSc at UBC ,Psychology ,Clinical Neurological Science/Psychiatry ,Adjunct Clinical Professor ,,Social Science
"Le Ber,Marlene Janzen ","B.Sc.N., Western; M.Sc.N., Western; Ph.D., Western ",School of Health Studies ,Epidemiology and Biostatistics/Schulich-IDI-PublicHealthTran ,Assistant Professor ,,Health Studies
"Le Clair,John Kenneth ","Bachelor, Professional Ontario ",Psychiatry ,,Adjunct/MD ,,Schulich
"Le Riche,Nicole Georgina Harding ",FRCPCan FRCPCan BSc MD at Queen's ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Le Saux,Liliane M F ","Professional, Queen's Univ ",Dentistry ,,Adjunct Clinical Professor ,,Schulich
"Lea,Peter ","BMUS, MMUS Brandon U Manitoba ",Music - Research & Composition ,,Lecturer ,,Music
"Leach,Sandra Lee ","BMUS, MMUS Brandon U Manitoba ",Nursing ,,Lecturer ,,Health Sciences
"Leasa,David John ",FRCPCan BSc MD at Western ,Department of Medicine ,,Professor/MD ,,Schulich
"Leask,Andrew ",Ph.D. at CHICAGO ; BSc at UBC ,Physiology and Pharmacology/Dentistry ,,Associate Professor ,,Schulich
"Leavens,Sarah ",Certificate-Other Professional ON ,Kinesiology-Office of Director ,,Lecturer ,,Health Sciences
"Leavey,Joann ","R.N., B.A.A.N., M.Ed., EdD ",Psychiatry ,,Adjunct Assistant Professor ,,Schulich
"Lebel,Katie ","BA., St. John's Univ; MART, Western ",Kinesiology-Office of Director ,,Lecturer ,,Health Sciences
"LeBel,Marie-Eve ",FRCPCan MD at LAVAL ,Surgery ,,Assistant Professor/MD ,,Schulich
"Leboldus,Gordon M ",FRCSCan MD at Western ,Otolaryngology ,,Professor Emeritus ,,Schulich
"Lebrun,Constance M ","BA BC, Professional QC ",Kinesiology-Office of Director ,,Adjunct Research Professor ,,Health Sciences
"Leckie,Gloria J ","BA Windsor; MA, MLS, Ph.D. Western; ",Info & Media Studies - General ,,Professor Emeritus ,,Information & Media Studies
"Leclerc,Jean ","BA, MA UQTR; Ph.D. UQAM/Paris Sorbonne ",French Studies ,,Associate Professor ,,Arts & Humanities
"Ledderhof,Nicholas ","BSc., Acadia Univ; DDS, Western ",Dentistry ,,Adjunct Clinical Professor ,,Schulich
"Leddy,Susanne Catherine ","Certificate-Other Professional Western, BS (Nursing) U of Windsor ",Nursing ,,Lecturer ,,Health Sciences
"Leduc,Raymond William ","HBA, MBA, CGA; ",Bachelor of Mgmt & Org Studies ,,Lecturer ,,Social Science
"Lee-Poy,Michael F ",BSc at TORONTO ; Ph.D. at Western ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Lee,Alison M ","BA, MA, Ph.D. McMaster; ",English ,,Associate Professor ,,Arts & Humanities
"Lee,Betty Huey-Quen ","BS, MD Western ",Family Medicine - General ,,Adjunct/MD ,,Schulich
"Lee,Caroline Stephanie ","BSN, Western ",Nursing ,,Lecturer ,,Health Sciences
"Lee,Christopher ","BA/MA USA, MA Columbia Univ USA ",Arts - Writing ,,Assistant Professor ,,Arts & Humanities
"Lee,Christopher James ","BA Brock; MA, Ph.D. ; ",School of Health Studies ,,Associate Professor ,,Health Studies
"Lee,David Shing Chung ",FRCPCan MBBS at LONDON ; BA at OXFORD ,Paediatrics ,,Associate Professor/MD ,,Schulich
"Lee,Donald H. ",FRCPCan MBBCh at WITWATERSRAN ,Department of Medical Imaging ,,Professor Emeritus ,,Schulich
"Lee,Dong-Yul Y ","BA Korea, Ph.D. BC ",Education - Office of the Dean ,,Professor Emeritus ,,Education
"Lee,F Joseph ",BS MD at Western ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Lee,Felix S. ","BSc Manitoba; MSc, Ph.D. Dalhousie ",Chemistry ,,Assistant Professor ,,Science
"Lee,Jeoung Hee ","BA/MA USA, MA Columbia Univ USA ",Modern Languages & Literatures ,,Assistant Professor ,,Arts & Humanities
"Lee,Joanne Marilyn ",BSW Western ,Psychiatry ,,Lecturer ,,Schulich
"Lee,Linda Li-Wen ",MD at Western ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Lee,Raymond ",DipPE MSc FRCDC at TORONTO ; DDS at Western ; BMath at WATERLOO ,Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Lee,Robert ",MD at TORONTO ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Lee,Ting-Yim ",BSc at HONG KONG ; MSc Ph.D. at LONDON ,Department of Medical Imaging/Medical Biophysics/Oncolog ,,yProfessor ,,Schulich
"Lee,Wonkyong(Beth) ",BA Chung-ang Univ Republic of Korea; Ph.D. U of Waterloo ,Bachelor of Mgmt & Org Studies ,,Assistant Professor ,,Social Science
"Leenders,Michiel ","BA Alberta, Ph.D. USA ",Business - Associate Dean ,,Professor Emeritus ,,Ivey
"Lefcoe,Daniel Hugh ",FRCPCan MBChB BAO at RCP IRELAND ,Psychiatry ,,Associate Professor/MD ,,Schulich
"Lefcoe,Michael S ",FRCPCan BSc MDCM at MCGILL ,Diagnost Radiol & Nuclear Med ,,Professor Emeritus ,,Schulich
"Lefcoe,Neville M. ","BSc., MCG., MD CM McG., FRCPCan ",Department of Medicine ,,Professor Emeritus ,,Schulich
"Leger,Daniel ",BSc Queen's; MD Western ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Legros,Alexandre ",MSc Ph.D. at MONTPELLIER ,Kinesiology-Office of Director ,Medical Biophysics/Department of Medical imaging ,Assistant Professor ,,Health Sciences
"Lehman,Michael N ",Ph.D. at MICHIGAN ; BA at WESLEYAN ,Anatomy & Cell Biology ,,Adjunct Research Professor ,,Schulich
"Lehmann,Wolfgang ",MA OISE; MBA New York; Ph.D. Alberta; ,Sociology ,,Associate Professor ,,Social Science
"Leighton,Chris C ",FRCP MD MD at TORONTO ,Oncology/Schulich - Education Office/Schulich - Windsor Cam ,,Adjunct/MD ,Course Coordinator ,Schulich
"Leipert,Beverly D ","BA, BScN, RegN Saskatchewan; MScN UBC; Ph.D. Alberta; ",Nursing ,,Associate Professor ,,Health Sciences
"Leitch,Kellie ",Professional Univ of Torontooronto; Bachelors Canada ,Business - Associate Dean ,,Associate Professor/MD ,Dean ,Ivey
"Leith,J.Clark ","BA Toronto; MA, Ph.D. Wisconsin; ",Economics ,,Professor Emeritus ,,Social Science
"Leizerovici,Gail ","BA, Univ of Guelph; MS, Univ of Guelph ",Bachelor of Mgmt & Org Studies ,,Lecturer ,,Social Science
"Lemarquand,David Gordon ",Ph.D. at MCGILL ; BA at WATERLOO ,Psychology ,Psychiatry ,Adjunct Clinical Professor ,,Social Science
"Lemire,Nicole ","BSc Windsor; MSc, Ph.D. Alberta; ",Mathematics ,,Associate Professor ,,Science
"Lemon,Peter W R ","BA, BPE McMaster; MS Windsor; Ph.D. Wisconsin; ",Kinesiology - General ,,Professor ,,Health Sciences
"Lemos,Tracy ",#N/A ,Womens' Studies ,,Assistant Professor ,,Arts & Humanities
"Lennard,William N ","BA Ontario, Ph.D. USA ",Physics and Astronomy ,,Professor ,,Science
"Lennon,Madeline ","BA New Rochelle; MA, Ph.D. Toronto; THE UNIVERSITY OF WESTERN ONTARIO EXCELLENCE IN TEACHING AWARD (1990) ; ",Visual Arts ,,Professor Emerita ,,Arts & Humanities
"Lennon,Thomas M ",BA Manhattan; Ph.D. Ohio State; ,Philosophy ,,Professor Emeritus ,,Arts & Humanities
"Lent,Barbara Pauline ",FCFPC MA MD at Western ; BA at YORK ,Family Medicine ,,Professor/MD ,,Schulich
"Lenz,Alfred C. ","BSc, MSc Alberta; Ph.D. Princeton; ",Earth Sciences ,,Professor Emeritus ,,Science
"Leonard,John K ","BA, Ph.D. Cantab; MA McMaster; ",English ,,Professor ,,Arts & Humanities
"Leonard,Liana Michelle ","BSN, Western ",Nursing ,,Lecturer ,,Health Sciences
"Leong-Sit,Peter ",BSc /MD UBC ,Department of Medicine ,,Assistant Professor/MD ,,Schulich
"Leong,Hon ","BS., Univ of Alberta; Ph.D., UBC ",Oncology ,,Adjunct Professor ,,Schulich
"Lepage,Patricia ","BA, Laurentian Univ; MD mcMaster Univ ",Psychiatry - Ext Camp Program ,,Adjunct/MD ,,Schulich
"Leschied,Alan D W ","BA, MEd, Ph.D. ; ",Education - Office of the Dean ,,Professor ,,Education
"Leslie,Kenneth A ",FRCSCan MD at Western ,Surgery ,,Associate Professor/MD ,Division Chair ,Schulich
"Lester,Benjamin R ",BA Cornell; Ph.D. Pennsylvania ,Economics ,,Adjunct Research Professor ,,Social Science
"Leung,Andrew Edward ",FRCP at Queen's ; MD at Western ,Clinical Neurological Science/Department of Medical Imaging ,,Associate Professor/MD ,,Schulich
"Leung,Fred Y ","BSc, MSc, Ph.D. British Columbia; FCACB ",Clinical Biochemistry ,,Professor Emeritus ,,Schulich
"Leung,Joe B ",BSc MD at UBC ,Obstetrics & Gynaecology/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Leung,Lai-Wo ",BS at CAL STATE-FULL ; Ph.D. at UCAL-BERK ,Physiology and Pharmacology ,,Professor ,,Schulich
"Leung,Wai Ming ",MD at TORONTO ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Levesque,Lenerdene Audrey ","BSPT., Queen's Univ; MSc., Western ",Physical Therapy ,,Lecturer ,,Health Sciences
"Levin,Morris F ",FRCPCan MBBCh at WITWATERSRAN ,Department of Medical Imaging ,,Adjunct/MD ,,Schulich
"Levin,Simon D ",FRCPCan MBChB at BIRMINGHAM ,Clinical Neurological Science/Paediatrics ,,Associate Professor ,,Schulich
"Levine,Charles G ","BA, MA McMaster; Ph.D. Alberta; ",Sociology ,,Associate Professor ,Undergraduate Chair ,Social Science
"Levine,Gregory J ",BA Manitoba; Ph.D. Ontario ,Geography ,,Assistant Professor ,,Social Science
"Levine,Meredith ",BA Queen's; MA Carleton; ,Info & Media Studies - General ,,Lecturer ,,Information & Media Studies
"Levstik,Mark A ",MD at IRELAND-Duplic ; BSc at Western ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Levy,Donald M ",HBSc MD CCFP CCFP(EM) at DALHOUSIE ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Lewell,Michael Peter ",FRCP BSc at NEW BRUNSWIC ; MD at Western ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Lewis,Craig Edward ",BSc at GUELPH ; MSc at Western ,Medical Biophysics/Oncology ,,Adjunct Professor ,,Schulich
"Lewis,James Franklin ",FRCPCan MD at Western ,Department of Medicine/Physiology and Pharmacology ,,Professor/MD ,,Schulich
"Lewis,John D ",BS at Western ; Ph.D. at VICTORIA ,Medical Biophysics/Oncology/Surgery ,,Assistant Professor ,,Schulich
"Lewis,Laura Elizabeth ",Ph.D. USA ,Family Medicine - General ,,Lecturer ,,Schulich
"Lewis,Leslie A. ",BSc DDS at Western ,Dentistry ,,Adjunct Clinical Professor ,,Schulich
"Lewis,Sheldon D ",BS McGill Univ; MD U of Ottawa ,Department of Medicine/Schulich - Education Office/Schulich ,,Adjunct/MD ,Course Coordinator ,Schulich
"Ley,John P ",DDS at ALBERTA ; BSc at Western ,Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Leyshon,Glynn ",BA ; MS Illinois; Ph.D. Oregon; ,Health Sciences- Dean's Office ,,Professor Emeritus ,,Health Sciences
"Li,Mok-Dock D ",MB National Taiwan; FRCPCan ,Paediatrics ,,Professor Emeritus ,,Schulich
"Li,Rong-Yu ",BS Peking Univ China; Ph.D. U of Alberta ,Earth Sciences ,,Adjunct Research Professor ,,Science
"Li,Shun-Cheng ",BSc at PEKING ; MSc at SHANGHAI ; Ph.D. at TORONTO ,Oncology/Biochemistry ,,Associate Professor ,,Schulich
"Li,Shuo ",MEng at ANHUI ; BEng at CHINESE ACAD ; Ph.D. at CONCORDIA ,Department of Medical Imaging/Medical Biophysics ,,Adjunct Research Professor ,,Schulich
"Li,Zhichuan ","BS, Shanghai Univ, CHN; Ph.D. Arizona State Univ, USA ",Business - Associate Dean ,,Assistant Professor ,,Ivey
"Liambou,Ghislain ","MA, McMaster Univ ",French Studies ,,Lecturer ,,Arts & Humanities
"Liang,Hsien C ",MD at TORONTO ,Family Medicine - General/Schulich - Education Office/Schulic ,,Adjunct/MD ,Course Coordinator ,Schulich
"Libman,Rick ",BA York; LLM Osgoode; OF THE LAW SOCIETY OF UPPER CANADA ; ,Law - Office of the Dean ,,Lecturer ,,Law
"Lick,David ","BA Michigan St Univ; JD, Univ of Michigan USA ",Law - Office of the Dean ,,Professor ,,Law
"Licskai,Christopher J. ",FRCP BSc at MCMASTER ; MD at TORONTO ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Liebman,Shael M. ",BPhEd MD at TORONTO ,Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Liem,Joel J ",MD at OTTAWA ; BSc at WINDSOR ,Paediatrics/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Liem,Nathania R ",MSc MD at OTTAWA ; BSc at WINDSOR ,Physical Medicine and Rehab/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Lim,Rodrick ",MD at Queen's ,Paediatrics ,,Associate Professor/MD ,,Schulich
"Lin,Charles Gordon ","Professional, ON ",Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Lindo,Zoe ",BS U of Calgary; Ph.D. U of Victoria ,Biology ,,Assistant Professor ,,Science
"Lindsay,Christopher Sean ","BS, MD Western ",Surgery ,,Adjunct/MD ,,Schulich
"Lindsay,Peter Alfred ",MD at TORONTO ; FRCPCan at Western ,Anesthesia-Perioperative Med ,,Adjunct/MD ,,Schulich
"Lindsay,Robert M ",FRCP at EDINBURGH ; MBChB MD FRCP at GLASGOW ,Department of Medicine ,,Professor/MD ,,Schulich
"Ling,Charles X ","BSc Jiao-Tong; MSc, Ph.D. Pennsylvania; ",Computer Science ,,Professor ,Department Chair ,Science
"Ling,Francis ",BS Ottawa; MD Univ of Torontooronto ,Otolaryngology/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Ling,Hong ",Ph.D. at ALBERTA ; BS MS at GEOSCIENCES ,Biochemistry ,,Associate Professor ,,Schulich
"Ling,Paul Hwa-Sinn ",DDS at Western ,Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Lingard,Lorelei Anne ",BA Western; Ph.D. Simon Fraser BC ,Education - Office of the Dean ,Family Medicine - General/Department of Medicine ,Professor ,,Education
"Links,Paul ","BMS and MD, Univ of Alberta ",Psychiatry/Psychiatry - Ext Camp Program/Schulich - Office of ,,Professor/MD ,Department Chair/Program Director ,Schulich
"Linn,Thomas G ",Ph.D. at HARVARD ; BSc at MINNESOTA ,Microbiology & Immunology ,,Associate Professor ,,Schulich
"Linnen,Robert ","BSc Queen's; MSc, Ph.D. McGill ",Earth Sciences ,,Associate Professor ,,Science
"Linton,Leslie ","BMUS, BED, MMUS Western ",Education - Preservice Office ,,Lecturer ,,Education
"Liolli,Americo ",BSc at MCMASTER ; MD at TORONTO ,Anesthesia-Perioperative Med/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Lipson,Robert H ","BSc, MSc, Ph.D. Toronto; ",Chemistry ,,Adjunct Research Professor/Professor Emeritus ,,Science
"Litchfield,David W ",BSc at MCMASTER ; Ph.D. at Western ,Biochemistry/Oncology ,,Professor ,,Schulich
"Litchfield,Robert B ",FRCPCan MD at Western ,Surgery ,,Associate Professor/MD ,,Schulich
"Litman,Larry C ",MA at GUELPH ; BA Ph.D. at YORK ,Psychiatry ,,Adjunct Assistant Professor ,,Schulich
"Little,Blair ","BA British Columbia, Professional USA ",Business - Associate Dean ,,Professor Emeritus ,,Ivey
"Little,Gwenlynn ",Professional Designation ON ,Music - Performance Studies ,,Lecturer ,,Music
"Littlewood,Antony R ",BA Leeds; BLITT Oxon; ,Classical Studies ,,Professor Emeritus ,,Arts & Humanities
"Liu,Mark X ","BEng Northeastern Univ China, MEng/Ph.D. Univ of Tokyo Japan ",Civil & Environmental ,,Adjunct Research Professor ,,Engineering
"Liu,Selina ",MSC Western ,Department of Medicine ,,Adjunct/MD ,,Schulich
"Liu,Xiaoming ","BSc Nanchang Inst China, Ph.D. Univ of Toronto ",Statistics & Actuarial Science ,,Associate Professor ,,Science
"Liu,Zheng ",BA Manitoba; Ph.D. Ontario ,Bachelor of Mgmt & Org Studies ,,Assistant Professor ,,Social Science
"Livshits,Igor D ","BS, MS Belarusian State Polytechnic Academy; MS Illinois Urbana-Champaign; Ph.D. Minnesota; ",Economics ,,Associate Professor ,Graduate Chair ,Social Science
"Liwanpo,Paul T ",MBChB St Andrews ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Lloyd,David A ",MBBCh Witwatersrand; FRCPCan ,Department of Medicine ,,Professor Emeritus ,,Schulich
"Lo,Kwan-Yee Y. ",Ph.D. Univ of London England ,Civil & Environmental ,,Adjunct Research Professor/Professor Emeritus ,,Engineering
"Lo,Theodore Ching Yang ",BSc at MANITOBA ; Ph.D. at TORONTO ,Biochemistry ,,Professor Emeritus ,,Schulich
"Lobb,Trevor R ",FRCPCan MD at Western ,Anesthesia-Perioperative Med ,,Associate Professor/MD ,,Schulich
"Lochner,Lance John ","BA Wisconsin-Madison; MA, Ph.D. Chicago; ",Economics ,,Professor ,,Social Science
"Lock,Michael ",HBSc MD at MCMASTER ; CCFP FRCPCan at TORONTO ,Medical Biophysics/Oncology ,,Associate Professor ,,Schulich
"Locke,Marjorie Elizabeth Osborn ",BS Western ,Computer Science ,,Lecturer ,,Science
"Locke,Michael ","MA, Ph.D., Sc.D., Cambridge ",Biology ,,Professor Emeritus ,,Science
"Locke,Wendi Allison ","BA, Western ",Law - Office of the Dean ,,Professor ,,Law
"Loebach,Paul M ",BSc MD Western ,Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Loft,Maureen Anne ",BScN Western ,Nursing ,,Adjunct Assistant Professor ,,Health Sciences
"Lofts,Stephen G ","BA Univ of Toronto, Ph.D. U Catholique De Lou ",Modern Languages & Literatures ,,Adjunct Associate Professor ,,Arts & Humanities
"Logan,Diane ",MD FRCPCan at OTTAWA ,Oncology ,,Associate Professor/MD ,,Schulich
"Loh,Eldon ",BS Univ of Torontooronto; MD Western ,Physical Medicine and Rehab ,,Assistant Professor/MD ,,Schulich
"Lohman,Eric ",BScN Western ,Info & Media Studies - General ,,Lecturer ,,Information & Media Studies
"Lohrenz,John G. ",MD Montreal; FRCPCan ,Psychiatry ,,Professor Emeritus ,,Schulich
"Lomber,Stephen ","BS U of Rochester, Ph.D. Boston Univ ",Psychology ,Physiology and Pharmacology ,Professor ,,Social Science
"London,Norrel A ",BA Manitoba; MA McGill; MEd Queen's; Ph.D. Wisconsin (Madison) ,Education - Office of the Dean ,,Professor Emeritus ,,Education
"Long,Douglas G ","BA, MA Toronto; Ph.D. London; ",Political Science ,,Associate Professor ,,Social Science
"Longstaffe,Fred J ",BSc Windsor; Ph.D. McMaster; FRSC; PGeol; U.W.O. Distinguished Professor; ,Earth Sciences ,Civil & Environmental ,Professor ,,Science
"Longtin,Mario ",BA; MA McGill; MSc Ph.D. Universite_ d'Edinburg; ,French Studies ,,Associate Professor ,,Arts & Humanities
"Loo,Janet Karen ","BSc Toronto; BMUS, MMUS; ",Music - Education ,,Lecturer ,,Music
"Loo,Wei Jing ",MRCP(UK) at LONDON ; MBBS at SYDNEY ,Department of Medicine ,,Adjunct/MD ,,Schulich
"Lopata,Joel Alan ","BFA, York Univ; MED, Western ",Education - Preservice Office ,,Grad Student Teaching Assignmt ,,Education
